CHR,START,STOP,GENE
scaffold_14,21269349,21272141,Migut.N02399.2.v2.0
scaffold_14,21269349,21272141,Migut.N02399.3.v2.0
scaffold_14,21273308,21275362,Migut.N02400.1.v2.0
scaffold_14,21276469,21278918,Migut.N02401.1.v2.0
scaffold_14,21278923,21282474,Migut.N02402.1.v2.0
scaffold_14,21285108,21287835,Migut.N02403.1.v2.0
scaffold_14,21288572,21296678,Migut.N02404.1.v2.0
scaffold_14,21298024,21300729,Migut.N02405.1.v2.0
scaffold_14,21300741,21302041,Migut.N02406.1.v2.0
scaffold_14,21300730,21302041,Migut.N02406.2.v2.0
scaffold_14,21305404,21309021,Migut.N02407.1.v2.0
scaffold_14,21309291,21311442,Migut.N02408.1.v2.0
scaffold_14,21314626,21316234,Migut.N02409.1.v2.0
scaffold_14,21321005,21326372,Migut.N02410.1.v2.0
scaffold_14,21328821,21331817,Migut.N02411.1.v2.0
scaffold_14,21336288,21338197,Migut.N02412.1.v2.0
scaffold_14,21338610,21340762,Migut.N02413.1.v2.0
scaffold_14,21341237,21342646,Migut.N02414.1.v2.0
scaffold_14,21345909,21348891,Migut.N02415.1.v2.0
scaffold_14,21350092,21354833,Migut.N02416.1.v2.0
scaffold_14,21355281,21357614,Migut.N02417.1.v2.0
scaffold_14,21357718,21364144,Migut.N02418.1.v2.0
scaffold_14,21366199,21369106,Migut.N02419.1.v2.0
scaffold_14,21369379,21370457,Migut.N02420.1.v2.0
scaffold_14,21375236,21378335,Migut.N02421.1.v2.0
scaffold_14,21375272,21378001,Migut.N02421.2.v2.0
scaffold_14,21382279,21387037,Migut.N02422.1.v2.0
scaffold_14,21387100,21389251,Migut.N02423.1.v2.0
scaffold_14,21389538,21390559,Migut.N02424.1.v2.0
scaffold_14,21388542,21390559,Migut.N02424.2.v2.0
scaffold_14,21391265,21404279,Migut.N02425.1.v2.0
scaffold_14,21405309,21414468,Migut.N02426.1.v2.0
scaffold_14,21415922,21419993,Migut.N02427.1.v2.0
scaffold_14,21415922,21419993,Migut.N02427.2.v2.0
scaffold_14,21421157,21422202,Migut.N02428.1.v2.0
scaffold_14,21422870,21437281,Migut.N02429.1.v2.0
scaffold_14,21422870,21437281,Migut.N02429.2.v2.0
scaffold_14,21438250,21440567,Migut.N02430.1.v2.0
scaffold_14,21441176,21442890,Migut.N02431.1.v2.0
scaffold_14,21443795,21449485,Migut.N02432.1.v2.0
scaffold_14,21449911,21451039,Migut.N02433.1.v2.0
scaffold_14,21452091,21455568,Migut.N02434.1.v2.0
scaffold_14,21459188,21461373,Migut.N02435.1.v2.0
scaffold_14,21463503,21467024,Migut.N02436.1.v2.0
scaffold_14,21469060,21473719,Migut.N02437.1.v2.0
scaffold_14,21473819,21485151,Migut.N02438.1.v2.0
scaffold_14,21486917,21491716,Migut.N02439.1.v2.0
scaffold_14,21504765,21505938,Migut.N02440.1.v2.0
scaffold_14,21507010,21510592,Migut.N02441.1.v2.0
scaffold_14,21511217,21512668,Migut.N02442.1.v2.0
scaffold_14,21518460,21518865,Migut.N02443.1.v2.0
scaffold_14,21519984,21521705,Migut.N02444.1.v2.0
scaffold_14,21527778,21531057,Migut.N02445.1.v2.0
scaffold_14,21537776,21541376,Migut.N02446.1.v2.0
scaffold_14,21542395,21542780,Migut.N02447.1.v2.0
scaffold_14,21546152,21546697,Migut.N02448.1.v2.0
scaffold_14,21548472,21549155,Migut.N02449.1.v2.0
scaffold_14,21552118,21554478,Migut.N02450.1.v2.0
scaffold_14,21559226,21562402,Migut.N02451.1.v2.0
scaffold_14,21559251,21562367,Migut.N02451.2.v2.0
scaffold_14,21563436,21564701,Migut.N02452.1.v2.0
scaffold_14,21568008,21569219,Migut.N02453.1.v2.0
scaffold_14,21572982,21577397,Migut.N02454.1.v2.0
scaffold_14,21582788,21585001,Migut.N02455.1.v2.0
scaffold_14,21587695,21589606,Migut.N02456.1.v2.0
scaffold_14,21589958,21592048,Migut.N02457.1.v2.0
scaffold_14,21600782,21604832,Migut.N02458.1.v2.0
scaffold_14,21600782,21604832,Migut.N02458.2.v2.0
scaffold_14,21608933,21613993,Migut.N02459.1.v2.0
scaffold_14,21614934,21616139,Migut.N02460.1.v2.0
scaffold_14,21619663,21620362,Migut.N02461.1.v2.0
scaffold_14,21621607,21624697,Migut.N02462.1.v2.0
scaffold_14,21627015,21632710,Migut.N02463.1.v2.0
scaffold_14,21633084,21633963,Migut.N02464.1.v2.0
scaffold_14,21634623,21635746,Migut.N02465.1.v2.0
scaffold_14,21643747,21649254,Migut.N02466.1.v2.0
scaffold_14,21649565,21652751,Migut.N02467.1.v2.0
scaffold_14,21653508,21654264,Migut.N02468.1.v2.0
scaffold_14,21656122,21658600,Migut.N02469.1.v2.0
scaffold_14,21659023,21662387,Migut.N02470.1.v2.0
scaffold_14,21672328,21673731,Migut.N02471.1.v2.0
scaffold_14,21677475,21678846,Migut.N02472.1.v2.0
scaffold_14,21678281,21681430,Migut.N02473.1.v2.0
scaffold_14,21678281,21681430,Migut.N02473.2.v2.0
scaffold_14,21682406,21687811,Migut.N02474.1.v2.0
scaffold_14,21687994,21693348,Migut.N02475.1.v2.0
scaffold_14,21694199,21695442,Migut.N02476.1.v2.0
scaffold_14,21696127,21701407,Migut.N02477.1.v2.0
scaffold_14,21705869,21707502,Migut.N02478.1.v2.0
scaffold_14,21708660,21709763,Migut.N02479.1.v2.0
scaffold_14,21710746,21711360,Migut.N02480.1.v2.0
scaffold_14,21712306,21712902,Migut.N02481.1.v2.0
scaffold_14,21714068,21714685,Migut.N02482.1.v2.0
scaffold_14,21716687,21717496,Migut.N02483.1.v2.0
scaffold_14,21722070,21724990,Migut.N02484.1.v2.0
scaffold_14,21725472,21726296,Migut.N02485.1.v2.0
scaffold_14,21726894,21731500,Migut.N02486.1.v2.0
scaffold_14,21732553,21735974,Migut.N02487.1.v2.0
scaffold_14,21736391,21743097,Migut.N02488.1.v2.0
scaffold_14,21736391,21743097,Migut.N02488.2.v2.0
scaffold_14,21749378,21754794,Migut.N02489.1.v2.0
scaffold_14,21754129,21758227,Migut.N02490.1.v2.0
scaffold_14,21754129,21758227,Migut.N02490.2.v2.0
scaffold_14,21754129,21757331,Migut.N02490.3.v2.0
scaffold_14,21754129,21757331,Migut.N02490.4.v2.0
scaffold_14,21760443,21762133,Migut.N02491.1.v2.0
scaffold_14,21762961,21764494,Migut.N02492.1.v2.0
scaffold_14,21768297,21769371,Migut.N02493.1.v2.0
scaffold_14,21771762,21773299,Migut.N02494.1.v2.0
scaffold_14,21777359,21778885,Migut.N02495.1.v2.0
scaffold_14,21780359,21784024,Migut.N02496.1.v2.0
scaffold_14,21784654,21785291,Migut.N02497.1.v2.0
scaffold_14,21787684,21791195,Migut.N02498.1.v2.0
scaffold_14,21787684,21791195,Migut.N02498.2.v2.0
scaffold_14,21799137,21807731,Migut.N02499.1.v2.0
scaffold_14,21799137,21807731,Migut.N02499.2.v2.0
scaffold_14,21811446,21815182,Migut.N02500.1.v2.0
scaffold_14,21819427,21839038,Migut.N02501.1.v2.0
scaffold_14,21839637,21841488,Migut.N02502.1.v2.0
scaffold_14,21841875,21847600,Migut.N02503.1.v2.0
scaffold_14,21850316,21852392,Migut.N02504.1.v2.0
scaffold_14,21852499,21854480,Migut.N02505.1.v2.0
scaffold_14,21854130,21858062,Migut.N02506.1.v2.0
scaffold_14,21858486,21863115,Migut.N02507.1.v2.0
scaffold_14,21859371,21863115,Migut.N02507.2.v2.0
scaffold_14,21863862,21866090,Migut.N02508.1.v2.0
scaffold_14,21863892,21865884,Migut.N02508.2.v2.0
scaffold_14,21867526,21868734,Migut.N02509.1.v2.0
scaffold_14,21874842,21876015,Migut.N02510.1.v2.0
scaffold_14,21876535,21877396,Migut.N02511.1.v2.0
scaffold_14,21880157,21881155,Migut.N02512.1.v2.0
scaffold_14,21897598,21899340,Migut.N02513.1.v2.0
scaffold_14,21903012,21905195,Migut.N02514.1.v2.0
scaffold_14,21905891,21906887,Migut.N02515.1.v2.0
scaffold_14,21922546,21923876,Migut.N02516.1.v2.0
scaffold_14,21922546,21923879,Migut.N02516.2.v2.0
scaffold_14,21924005,21927114,Migut.N02517.1.v2.0
scaffold_14,21929033,21934654,Migut.N02518.1.v2.0
scaffold_14,21929033,21933612,Migut.N02518.2.v2.0
scaffold_14,21941570,21944451,Migut.N02519.1.v2.0
scaffold_14,21948048,21951856,Migut.N02520.1.v2.0
scaffold_14,21948357,21951856,Migut.N02520.2.v2.0
scaffold_14,21951542,21953394,Migut.N02521.1.v2.0
scaffold_14,21953818,21960862,Migut.N02522.1.v2.0
scaffold_14,21953881,21960862,Migut.N02522.2.v2.0
scaffold_14,21962278,21968180,Migut.N02523.1.v2.0
scaffold_14,21968273,21971573,Migut.N02524.1.v2.0
scaffold_14,21973838,21977398,Migut.N02525.1.v2.0
scaffold_14,21978931,21980306,Migut.N02526.1.v2.0
scaffold_14,21981429,21983043,Migut.N02527.1.v2.0
scaffold_14,21983281,21988298,Migut.N02528.1.v2.0
scaffold_14,21988451,21991886,Migut.N02529.1.v2.0
scaffold_14,21988451,21991886,Migut.N02529.2.v2.0
scaffold_14,21996147,21997463,Migut.N02530.1.v2.0
scaffold_14,22000217,22003911,Migut.N02531.1.v2.0
scaffold_14,22005049,22008058,Migut.N02532.1.v2.0
scaffold_14,22008750,22018557,Migut.N02533.1.v2.0
scaffold_14,22020879,22021577,Migut.N02534.1.v2.0
scaffold_14,22023230,22024220,Migut.N02535.1.v2.0
scaffold_14,22025387,22026424,Migut.N02536.1.v2.0
scaffold_14,22026868,22030549,Migut.N02537.1.v2.0
scaffold_14,22034762,22035775,Migut.N02538.1.v2.0
scaffold_14,22039864,22050347,Migut.N02539.1.v2.0
scaffold_14,22051094,22052027,Migut.N02540.1.v2.0
scaffold_14,22052572,22053308,Migut.N02541.1.v2.0
scaffold_14,22056313,22057448,Migut.N02542.1.v2.0
scaffold_14,22064184,22065755,Migut.N02543.1.v2.0
scaffold_14,22071069,22072893,Migut.N02544.1.v2.0
scaffold_14,22076678,22080189,Migut.N02545.1.v2.0
scaffold_14,22076696,22080025,Migut.N02545.2.v2.0
scaffold_14,22082346,22087500,Migut.N02546.1.v2.0
scaffold_14,22088634,22089827,Migut.N02547.1.v2.0
scaffold_14,22093283,22094048,Migut.N02548.1.v2.0
scaffold_14,22094893,22095779,Migut.N02549.1.v2.0
scaffold_14,22099914,22100716,Migut.N02550.1.v2.0
scaffold_14,22101896,22102792,Migut.N02551.1.v2.0
scaffold_14,22103234,22104239,Migut.N02552.1.v2.0
scaffold_14,22105185,22105981,Migut.N02553.1.v2.0
scaffold_14,22111495,22112299,Migut.N02554.1.v2.0
scaffold_14,22113919,22114559,Migut.N02555.1.v2.0
scaffold_14,22128425,22129084,Migut.N02556.1.v2.0
scaffold_14,22129794,22130617,Migut.N02557.1.v2.0
scaffold_14,22131909,22132626,Migut.N02558.1.v2.0
scaffold_14,22133911,22134529,Migut.N02559.1.v2.0
scaffold_14,22136845,22137741,Migut.N02560.1.v2.0
scaffold_14,22137984,22140111,Migut.N02561.1.v2.0
scaffold_14,22141258,22143687,Migut.N02562.1.v2.0
scaffold_14,22147062,22149048,Migut.N02563.1.v2.0
scaffold_14,22150077,22151747,Migut.N02564.1.v2.0
scaffold_14,22156882,22159707,Migut.N02565.1.v2.0
scaffold_14,22160209,22162257,Migut.N02566.1.v2.0
scaffold_14,22161469,22163218,Migut.N02567.1.v2.0
scaffold_14,22159912,22163218,Migut.N02567.2.v2.0
scaffold_14,22164199,22165341,Migut.N02568.1.v2.0
scaffold_14,22170121,22171500,Migut.N02569.1.v2.0
scaffold_14,22191986,22194207,Migut.N02570.1.v2.0
scaffold_14,22198632,22199027,Migut.N02571.1.v2.0
scaffold_14,22200709,22201378,Migut.N02572.1.v2.0
scaffold_14,22219025,22226265,Migut.N02573.1.v2.0
scaffold_14,22227633,22232855,Migut.N02574.1.v2.0
scaffold_14,22233128,22233445,Migut.N02575.1.v2.0
scaffold_14,22236720,22238778,Migut.N02576.1.v2.0
scaffold_14,22241736,22244024,Migut.N02577.1.v2.0
scaffold_14,22248862,22250939,Migut.N02578.1.v2.0
scaffold_14,22255812,22258266,Migut.N02579.1.v2.0
scaffold_14,22264028,22264676,Migut.N02580.1.v2.0
scaffold_14,22264888,22269965,Migut.N02581.1.v2.0
scaffold_14,22276769,22278184,Migut.N02582.1.v2.0
scaffold_14,22277910,22279963,Migut.N02583.1.v2.0
scaffold_14,22280274,22281587,Migut.N02584.1.v2.0
scaffold_14,22280274,22281587,Migut.N02584.2.v2.0
scaffold_14,22292518,22295276,Migut.N02585.1.v2.0
scaffold_14,22292240,22295276,Migut.N02585.2.v2.0
scaffold_14,22297085,22314737,Migut.N02586.1.v2.0
scaffold_14,22317759,22322002,Migut.N02587.1.v2.0
scaffold_14,22317759,22322002,Migut.N02587.2.v2.0
scaffold_14,22322345,22328013,Migut.N02588.1.v2.0
scaffold_14,22328879,22331055,Migut.N02589.1.v2.0
scaffold_14,22329319,22331055,Migut.N02589.2.v2.0
scaffold_14,22332704,22340526,Migut.N02590.1.v2.0
scaffold_14,22342362,22344907,Migut.N02591.1.v2.0
scaffold_14,22341863,22344907,Migut.N02591.2.v2.0
scaffold_14,22348604,22352304,Migut.N02592.1.v2.0
scaffold_14,22348604,22352304,Migut.N02592.2.v2.0
scaffold_14,22352303,22355300,Migut.N02593.1.v2.0
scaffold_14,22356124,22365517,Migut.N02594.1.v2.0
scaffold_14,22356124,22365517,Migut.N02594.2.v2.0
scaffold_14,22356124,22365517,Migut.N02594.3.v2.0
scaffold_14,22356124,22365517,Migut.N02594.4.v2.0
scaffold_14,22356124,22362944,Migut.N02594.5.v2.0
scaffold_14,22356124,22362944,Migut.N02594.6.v2.0
scaffold_14,22356124,22362944,Migut.N02594.7.v2.0
scaffold_14,22356124,22362944,Migut.N02594.8.v2.0
scaffold_14,22367507,22371525,Migut.N02595.1.v2.0
scaffold_14,22370003,22370402,Migut.N02596.1.v2.0
scaffold_14,22370558,22377528,Migut.N02597.1.v2.0
scaffold_14,22370558,22377528,Migut.N02597.2.v2.0
scaffold_14,22382001,22384880,Migut.N02598.1.v2.0
scaffold_14,22391855,22392961,Migut.N02599.1.v2.0
scaffold_14,22397068,22397881,Migut.N02600.1.v2.0
scaffold_14,22400983,22403083,Migut.N02601.1.v2.0
scaffold_14,22405038,22405998,Migut.N02602.1.v2.0
scaffold_14,22406063,22407872,Migut.N02603.1.v2.0
scaffold_14,22415097,22415861,Migut.N02604.1.v2.0
scaffold_14,22416930,22418110,Migut.N02605.1.v2.0
scaffold_14,22418378,22423440,Migut.N02606.1.v2.0
scaffold_14,22418375,22423659,Migut.N02606.2.v2.0
scaffold_14,22418375,22423484,Migut.N02606.3.v2.0
scaffold_14,22426022,22430337,Migut.N02607.1.v2.0
scaffold_14,22433469,22434961,Migut.N02608.1.v2.0
scaffold_14,22446209,22447478,Migut.N02609.1.v2.0
scaffold_14,22456917,22460848,Migut.N02610.1.v2.0
scaffold_14,22468359,22473929,Migut.N02611.1.v2.0
scaffold_14,22474599,22479002,Migut.N02612.1.v2.0
scaffold_14,22474599,22478339,Migut.N02612.2.v2.0
scaffold_14,22479496,22486564,Migut.N02613.1.v2.0
scaffold_14,22488280,22492299,Migut.N02614.1.v2.0
scaffold_14,22495294,22496178,Migut.N02615.1.v2.0
scaffold_14,22497077,22498621,Migut.N02616.1.v2.0
scaffold_14,22497077,22498621,Migut.N02616.2.v2.0
scaffold_14,22499718,22500209,Migut.N02617.1.v2.0
scaffold_14,22500575,22503407,Migut.N02618.1.v2.0
scaffold_14,22504017,22506081,Migut.N02619.1.v2.0
scaffold_14,22509151,22511902,Migut.N02620.1.v2.0
scaffold_14,22514037,22518391,Migut.N02621.1.v2.0
scaffold_14,22519879,22522131,Migut.N02622.1.v2.0
scaffold_14,22522718,22525011,Migut.N02623.1.v2.0
scaffold_14,22524987,22527588,Migut.N02624.1.v2.0
scaffold_14,22529497,22530953,Migut.N02625.1.v2.0
scaffold_14,22536050,22538410,Migut.N02626.1.v2.0
scaffold_14,22538760,22540608,Migut.N02627.1.v2.0
scaffold_14,22543708,22546319,Migut.N02628.1.v2.0
scaffold_14,22547789,22549038,Migut.N02629.1.v2.0
scaffold_14,22552443,22555742,Migut.N02630.1.v2.0
scaffold_14,22557173,22568983,Migut.N02631.1.v2.0
scaffold_14,22570044,22571788,Migut.N02632.1.v2.0
scaffold_14,22571872,22575783,Migut.N02633.1.v2.0
scaffold_14,22577164,22583864,Migut.N02634.1.v2.0
scaffold_14,22584348,22587395,Migut.N02635.1.v2.0
scaffold_14,22584348,22587395,Migut.N02635.2.v2.0
scaffold_14,22584348,22587395,Migut.N02635.3.v2.0
scaffold_14,22584408,22587221,Migut.N02635.4.v2.0
scaffold_14,22584789,22587395,Migut.N02635.5.v2.0
scaffold_14,22590896,22599034,Migut.N02636.1.v2.0
scaffold_14,22601965,22602935,Migut.N02637.1.v2.0
scaffold_14,22606066,22609163,Migut.N02638.1.v2.0
scaffold_14,22606066,22609153,Migut.N02638.2.v2.0
scaffold_14,22612014,22612819,Migut.N02639.1.v2.0
scaffold_14,22612014,22612819,Migut.N02639.2.v2.0
scaffold_14,22625765,22633453,Migut.N02640.1.v2.0
scaffold_14,22636435,22637181,Migut.N02641.1.v2.0
scaffold_14,22638200,22641820,Migut.N02642.1.v2.0
scaffold_14,22643323,22647087,Migut.N02643.1.v2.0
scaffold_14,22649102,22654432,Migut.N02644.1.v2.0
scaffold_14,22653905,22660349,Migut.N02645.1.v2.0
scaffold_14,22653905,22659961,Migut.N02645.2.v2.0
scaffold_14,22672192,22673104,Migut.N02646.1.v2.0
scaffold_14,22674470,22674928,Migut.N02647.1.v2.0
scaffold_14,22678465,22680615,Migut.N02648.1.v2.0
scaffold_14,22688275,22691620,Migut.N02649.1.v2.0
scaffold_14,22692501,22694477,Migut.N02650.1.v2.0
scaffold_14,22693893,22697851,Migut.N02651.1.v2.0
scaffold_14,22693814,22697851,Migut.N02651.2.v2.0
scaffold_14,22698937,22701899,Migut.N02652.1.v2.0
scaffold_14,22704000,22706524,Migut.N02653.1.v2.0
scaffold_14,22708690,22710363,Migut.N02654.1.v2.0
scaffold_14,22720675,22722543,Migut.N02655.1.v2.0
scaffold_14,22726914,22728407,Migut.N02656.1.v2.0
scaffold_14,22735956,22738813,Migut.N02657.1.v2.0
scaffold_14,22739248,22744981,Migut.N02658.1.v2.0
scaffold_14,22739070,22744981,Migut.N02658.2.v2.0
scaffold_14,22745576,22750742,Migut.N02659.1.v2.0
scaffold_14,22752740,22753585,Migut.N02660.1.v2.0
scaffold_14,22766875,22768395,Migut.N02661.1.v2.0
scaffold_14,22766875,22768395,Migut.N02661.2.v2.0
scaffold_14,22772326,22774677,Migut.N02662.1.v2.0
scaffold_14,22772286,22774896,Migut.N02662.2.v2.0
scaffold_14,22781744,22784615,Migut.N02663.1.v2.0
scaffold_14,22785992,22787483,Migut.N02664.1.v2.0
scaffold_14,22785992,22787618,Migut.N02664.2.v2.0
scaffold_14,22788767,22791287,Migut.N02665.1.v2.0
scaffold_14,22791849,22794996,Migut.N02666.1.v2.0
scaffold_14,22795613,22799254,Migut.N02667.1.v2.0
scaffold_14,22795664,22799254,Migut.N02667.2.v2.0
scaffold_14,22799478,22803406,Migut.N02668.1.v2.0
scaffold_14,22799478,22803314,Migut.N02668.2.v2.0
scaffold_14,22800401,22803256,Migut.N02668.3.v2.0
scaffold_14,22804003,22805636,Migut.N02669.1.v2.0
scaffold_14,22811092,22815599,Migut.N02670.1.v2.0
scaffold_14,22816317,22817175,Migut.N02671.1.v2.0
scaffold_14,22821652,22823779,Migut.N02672.1.v2.0
scaffold_14,22825246,22828662,Migut.N02673.1.v2.0
scaffold_14,22828974,22830725,Migut.N02674.1.v2.0
scaffold_14,22833134,22836632,Migut.N02675.1.v2.0
scaffold_14,22839769,22841598,Migut.N02676.1.v2.0
scaffold_14,22842437,22847220,Migut.N02677.1.v2.0
scaffold_14,22842703,22846312,Migut.N02677.2.v2.0
scaffold_14,22848478,22858583,Migut.N02678.1.v2.0
scaffold_14,22858773,22860439,Migut.N02679.1.v2.0
scaffold_14,22862962,22865629,Migut.N02680.1.v2.0
scaffold_14,22865991,22867722,Migut.N02681.1.v2.0
scaffold_14,22868407,22868643,Migut.N02682.1.v2.0
scaffold_14,22883409,22885132,Migut.N02683.1.v2.0
scaffold_14,22885948,22889173,Migut.N02684.1.v2.0
scaffold_14,22890703,22893564,Migut.N02685.1.v2.0
scaffold_14,22895863,22899521,Migut.N02686.1.v2.0
scaffold_14,22900718,22903146,Migut.N02687.1.v2.0
scaffold_14,22903397,22905771,Migut.N02688.1.v2.0
scaffold_14,22907479,22908641,Migut.N02689.1.v2.0
scaffold_14,22911600,22912651,Migut.N02690.1.v2.0
scaffold_14,22914840,22918280,Migut.N02691.1.v2.0
scaffold_14,22914840,22918280,Migut.N02691.2.v2.0
scaffold_14,22914840,22918280,Migut.N02691.3.v2.0
scaffold_14,22914840,22918280,Migut.N02691.4.v2.0
scaffold_14,22914840,22918280,Migut.N02691.5.v2.0
scaffold_14,22914840,22918280,Migut.N02691.6.v2.0
scaffold_14,22922093,22925822,Migut.N02692.1.v2.0
scaffold_14,22926400,22929189,Migut.N02693.1.v2.0
scaffold_14,22926400,22929189,Migut.N02693.2.v2.0
scaffold_14,22930030,22930296,Migut.N02694.1.v2.0
scaffold_14,22932173,22932466,Migut.N02695.1.v2.0
scaffold_14,22933872,22940818,Migut.N02696.1.v2.0
scaffold_14,22942246,22944085,Migut.N02697.1.v2.0
scaffold_14,22945118,22946442,Migut.N02698.1.v2.0
scaffold_14,22947403,22948301,Migut.N02699.1.v2.0
scaffold_14,22948626,22949729,Migut.N02700.1.v2.0
scaffold_14,22948626,22949729,Migut.N02700.2.v2.0
scaffold_14,22950028,22951773,Migut.N02701.1.v2.0
scaffold_14,22952059,22955788,Migut.N02702.1.v2.0
scaffold_14,22956852,22959123,Migut.N02703.1.v2.0
scaffold_14,22959413,22962648,Migut.N02704.1.v2.0
scaffold_14,22959413,22962648,Migut.N02704.2.v2.0
scaffold_14,22963544,22967533,Migut.N02705.1.v2.0
scaffold_14,22968686,22969803,Migut.N02706.1.v2.0
scaffold_14,22972380,22976789,Migut.N02707.1.v2.0
scaffold_14,22972380,22976789,Migut.N02707.2.v2.0
scaffold_14,22976848,22977900,Migut.N02708.1.v2.0
scaffold_14,22978238,22980413,Migut.N02709.1.v2.0
scaffold_14,22981216,22984944,Migut.N02710.1.v2.0
scaffold_14,22987566,22990150,Migut.N02711.1.v2.0
scaffold_14,22990789,22993118,Migut.N02712.1.v2.0
scaffold_14,22991062,22993118,Migut.N02712.2.v2.0
scaffold_14,22994793,22997374,Migut.N02713.1.v2.0
scaffold_14,22998325,23003451,Migut.N02714.1.v2.0
scaffold_14,23007748,23011030,Migut.N02715.1.v2.0
scaffold_14,23007748,23011030,Migut.N02715.2.v2.0
scaffold_14,23010756,23014225,Migut.N02716.1.v2.0
scaffold_14,23020993,23021775,Migut.N02717.1.v2.0
scaffold_14,23028230,23029619,Migut.N02718.1.v2.0
scaffold_14,23038334,23041236,Migut.N02719.1.v2.0
scaffold_14,23042207,23043049,Migut.N02720.1.v2.0
scaffold_14,23043448,23044373,Migut.N02721.1.v2.0
scaffold_14,23043151,23044373,Migut.N02721.2.v2.0
scaffold_14,23048677,23051855,Migut.N02722.1.v2.0
scaffold_14,23052456,23053352,Migut.N02723.1.v2.0
scaffold_14,23055753,23056684,Migut.N02724.1.v2.0
scaffold_14,23060404,23060776,Migut.N02725.1.v2.0
scaffold_14,23070696,23072374,Migut.N02726.1.v2.0
scaffold_14,23080082,23081709,Migut.N02727.1.v2.0
scaffold_14,23081710,23084864,Migut.N02728.1.v2.0
scaffold_14,23085793,23089279,Migut.N02729.1.v2.0
scaffold_14,23085793,23089279,Migut.N02729.2.v2.0
scaffold_14,23085793,23088602,Migut.N02729.3.v2.0
scaffold_14,23089607,23091822,Migut.N02730.1.v2.0
scaffold_14,23091823,23095078,Migut.N02731.1.v2.0
scaffold_14,23109347,23111158,Migut.N02732.1.v2.0
scaffold_14,23113991,23114641,Migut.N02733.1.v2.0
scaffold_14,23116211,23118082,Migut.N02734.1.v2.0
scaffold_14,23121816,23122651,Migut.N02735.1.v2.0
scaffold_14,23139056,23139799,Migut.N02736.1.v2.0
scaffold_14,23142064,23145707,Migut.N02737.1.v2.0
scaffold_14,23146087,23150481,Migut.N02738.1.v2.0
scaffold_14,23150495,23152363,Migut.N02739.1.v2.0
scaffold_14,23152413,23155086,Migut.N02740.1.v2.0
scaffold_14,23155648,23157933,Migut.N02741.1.v2.0
scaffold_14,23159049,23161085,Migut.N02742.1.v2.0
scaffold_14,23162318,23164688,Migut.N02743.1.v2.0
scaffold_14,23165682,23169770,Migut.N02744.1.v2.0
scaffold_14,23165682,23169770,Migut.N02744.2.v2.0
scaffold_14,23165682,23169770,Migut.N02744.3.v2.0
scaffold_14,23165682,23169770,Migut.N02744.4.v2.0
scaffold_14,23173926,23175181,Migut.N02745.1.v2.0
scaffold_14,23174167,23176446,Migut.N02746.1.v2.0
scaffold_14,23177208,23179521,Migut.N02747.1.v2.0
scaffold_14,23177208,23179521,Migut.N02747.2.v2.0
scaffold_14,23177218,23179521,Migut.N02747.3.v2.0
scaffold_14,23177218,23179521,Migut.N02747.4.v2.0
scaffold_14,23183162,23185902,Migut.N02748.1.v2.0
scaffold_14,23183171,23185902,Migut.N02748.2.v2.0
scaffold_14,23183171,23185898,Migut.N02748.3.v2.0
scaffold_14,23187176,23187898,Migut.N02749.1.v2.0
scaffold_14,23188822,23190195,Migut.N02750.1.v2.0
scaffold_14,23191039,23193420,Migut.N02751.1.v2.0
scaffold_14,23191039,23193420,Migut.N02751.2.v2.0
scaffold_14,23195162,23197582,Migut.N02752.1.v2.0
scaffold_14,23199921,23200235,Migut.N02753.1.v2.0
scaffold_14,23202141,23202629,Migut.N02754.1.v2.0
scaffold_14,23204079,23208110,Migut.N02755.1.v2.0
scaffold_14,23208732,23211128,Migut.N02756.1.v2.0
scaffold_14,23211895,23215237,Migut.N02757.1.v2.0
scaffold_14,23216668,23220029,Migut.N02758.1.v2.0
scaffold_14,23220615,23222645,Migut.N02759.1.v2.0
scaffold_14,23223918,23227098,Migut.N02760.1.v2.0
scaffold_14,23227294,23228233,Migut.N02761.1.v2.0
scaffold_14,23228845,23230541,Migut.N02762.1.v2.0
scaffold_14,23228652,23230482,Migut.N02762.2.v2.0
scaffold_14,23232331,23234640,Migut.N02763.1.v2.0
scaffold_14,23233966,23237125,Migut.N02764.1.v2.0
scaffold_14,23238309,23240673,Migut.N02765.1.v2.0
scaffold_14,23238309,23240673,Migut.N02765.2.v2.0
scaffold_14,23241452,23246780,Migut.N02766.1.v2.0
scaffold_14,23241452,23246780,Migut.N02766.2.v2.0
scaffold_14,23247622,23249710,Migut.N02767.1.v2.0
scaffold_14,23250057,23251428,Migut.N02768.1.v2.0
scaffold_14,23252475,23253052,Migut.N02769.1.v2.0
scaffold_14,23255960,23256654,Migut.N02770.1.v2.0
scaffold_14,23258935,23259518,Migut.N02771.1.v2.0
scaffold_14,23260926,23261738,Migut.N02772.1.v2.0
scaffold_14,23265604,23267917,Migut.N02773.1.v2.0
scaffold_14,23271551,23273050,Migut.N02774.1.v2.0
scaffold_14,23273818,23278599,Migut.N02775.1.v2.0
scaffold_14,23279005,23282346,Migut.N02776.1.v2.0
scaffold_14,23291013,23293019,Migut.N02777.1.v2.0
scaffold_14,23293474,23296156,Migut.N02778.1.v2.0
scaffold_14,23297215,23298615,Migut.N02779.1.v2.0
scaffold_14,23305644,23308604,Migut.N02780.1.v2.0
